电影名, 作者, 上映年份, 评分, 电影简介, 豆瓣详情, 电影海报
儿子与情人 Sons and Lovers, 改编自劳伦斯同名小说, 年份: 1960, 6.9, 剧情描述年轻矿工保罗个性文静而敏感，其母葛楚因与时常酗酒的丈夫感情不睦，竟转向儿子寻求爱的寄托，情感超过了正常的母爱。这种情形影响了保罗跟女朋友米莉安的交往，米莉安因家庭严格的宗教观念影响，使她只想追求精神恋爱而排斥肉体的热情。保罗为了摆脱母亲的控制与女友的感情打击，竟一头投入与夫分居的女工克莱拉的怀抱，但旋即发现两人在精神上缺乏沟通。最后，保罗抛弃了这座单调乏味的煤矿小镇，到异乡另闯天下                                                                    根据D．H劳伦斯自传体原著小说改编的英国文艺片，由杰出摄影师出身的杰克·卡迪夫执导，曾获奥斯卡最佳摄影奖。本片对保罗的复杂心理状态刻划得相当细腻，迪安·斯托克韦尔、特雷弗·霍华德和温迪·希勒这一家三口也演得出色。, https://movie.douban.com/subject/1299477/, https://img9.doubanio.com/view/photo/poster/public/p2515015985.jpg
月亮和六便士 The Moon and Sixpence, 改编自毛姆同名小说, 年份: 1942, 7.9, 一个英国证券交易所的经纪人，本已有牢靠的职业和地位、美满的家庭，但却迷恋上绘画，像“被魔鬼附了体”，突然弃家出走，到巴黎去追求绘画的理想。他的行径没有人能够理解。他在异国不仅肉体受着贫穷和饥饿煎熬，而且为了寻找表现手法，精神亦在忍受痛苦折磨。经过一番离奇的遭遇后，主人公最后离开文明世界，远遁到与世隔绝的塔希提岛上。他终于找到灵魂的宁静和适合自己艺术气质的氛围。他同一个土著女子同居，创作出一幅又一幅使后世震惊的杰作。在他染上麻风病双目失明之前，曾在自己住房四壁画了一幅表现伊甸园的伟大作品。但在逝世之前，他却命令土著女子在他死后把这幅画作付之一炬。, https://movie.douban.com/subject/2294163/, https://img1.doubanio.com/view/photo/poster/public/p2303303909.jpg
刀锋 The Razor's Edge, 改编自毛姆同名小说, 年份: 1946, 7.7, 伊莎贝尔（吉恩·蒂尔尼 Gene Tierney 饰）深深的爱着飞行员劳力（泰隆·鲍华 Tyrone Power 饰），然而，刚刚经历过战争摧残的劳力并没有心情谈情说爱，他选择前往巴黎，想要在那里找到生活的意义。一晃眼一年过去，伊莎贝尔前去寻找劳力，却因为受不了那里贫穷的生活而选择了嫁给富家公子格雷（约翰·佩恩 John Payne 饰）。                                                                    又是好几年过去，彼时格雷因为种种意外而破了产，伊莎贝尔和伙伴索菲（安妮·巴克斯特 Anne Baxter 饰）再度回到了巴黎。受生活所迫，索菲沦为妓女，劳力不忍看到此情此景，决定拯救索菲，哪知道他的举动引起了伊莎贝尔的妒忌，在伊莎贝尔的设计之下，索菲再一次向深渊滑去。                        ©豆瓣, https://movie.douban.com/subject/1297508/, https://img1.doubanio.com/view/photo/poster/public/p2360244828.jpg
日瓦戈医生 Doctor Zhivago, 改编自帕斯捷尔纳克同名小说, 年份: 1965, 8.5, 幼年丧母的日瓦戈（Omar Sharif 饰）被过继给母亲的朋友，自此与继母一家的小女儿冬妮娅一同成长，并顺利修完医学专业，成为了一名优秀的医生。在另一条平行的生命线上，出生于裁缝之家的拉娜（Julie Christie 饰）正是十七岁的金色年华，母亲的情人维克多不时骚扰她，热衷于工人革命的未婚夫帕夏更让拉娜日日为其担忧。在工人运动风起云涌的日子里，日瓦戈目睹了当局对工人的残酷镇压，拉娜则因帕夏被卷入工人运动而遭到维克多的玷污，由于维克多的关系，日瓦戈与拉娜的人生终于汇合，在不久后混乱的一战中，他们终于不顾各自的伴侣陷入了热恋……不久布尔什维克掌握政权，返回家乡与冬妮娅团聚的日瓦戈发现生活却每况愈下，以至他们不得不远赴乡村谋生，岂料在遥远的北方村落，日瓦戈再次与拉娜相遇……                                                                    本片根据Pasternak的同名小说改编，获1966年奥斯卡最佳美术指导、最佳摄影等多项专业褒奖。, https://movie.douban.com/subject/1389949/, https://img1.doubanio.com/view/photo/poster/public/p2201838179.jpg
静静的顿河 Тихий Дон, 改编自肖洛霍夫同名小说, 年份: 1957, 8.6, 电影《静静的顿河》改编自诺贝尔文学奖得主米哈伊尔-肖洛霍夫的著名长篇小说，影片共分三部，生动地描写了从第一次世界大战到苏联国内战争结束这个动荡的历史年代中，顿河哥萨克人的生活和斗争。刻画了格里高利和其情妇阿克西尼娅等众多人物，描绘了多色调的场景，多侧面多层次的反映了那个风云变幻的时代。同时也表现了苏维埃政权在哥萨克地区建立和巩固的艰苦过程及其强大的生命力，揭示了一切反动落后势力必然灭亡的命运。这部史诗式的长篇巨著一问世便立即引起了世界舆论的重视，荣获了斯大林奖金，并获得1958年全苏电影节一等奖和最佳导演奖、1958年卡罗维-发利国际电影节大奖和1960年美国导演工会最佳改编影片荣誉奖。, https://movie.douban.com/subject/1294681/, https://img1.doubanio.com/view/photo/poster/public/p2231786178.jpg
苦难的历程 Хождение по мукам, 改编自阿托尔斯泰同名小说, 年份: 1977, 8.8, 电影电视－“《苦难的历程》三部曲，使俄国大文学家 阿.托尔斯泰的著名作品。该片以1914年第一次世界大战到1919年的俄罗斯国内战争等重大历史事件为背景，通过对卡佳和达莎两姐妹和她们的丈夫：贵族出身的白军军官罗申和平民出身的红军军官、工程师捷列金，错综复杂的爱情及艰难曲折生活经历的描写，刻画出俄国知识分子从失去旧俄罗斯到获得新生的苏维埃俄罗斯的苦难历程。”                                                                                                                                        该电视剧曾在九十年代初在央视播映。网上尚有VCD（12张一套）出售。这部剧集拍得相当唯美。                                                                                                                                        耐人寻味的是阿·托尔斯泰将这部俄国旧知识分子历经磨难，认同新政权的历史，称为“The Road To Calvary”，也就是基督耶稣背负十字架走向骷髅山之路。实际上，按剧中主人公在红白军中摇摆的经历，都难以逃过后来多轮残酷的清洗。, https://movie.douban.com/subject/1790817/, https://img1.doubanio.com/view/photo/poster/public/p2628969688.jpg
白鲸 Moby Dick, 改编自梅尔维尔同名小说, 年份: 2011, 6.7, 《白鲸》与福克纳的《熊》、海明威的《老人与海》一起被誉为美国文学史上的三大动物史诗。                                                                    2010翻拍的经典故事《白鲸》，共2集。                                                                    因为是经典之作，所以多次翻拍，现在有三个版本，1956、1988、2010年三个版本。                                                                    《白鲸》（英文名《Moby Dick》，又译《莫比敌》）的作者赫尔曼·麦尔维尔(Herman. Mllville），是19世纪美国最重要的小说家之一。1839年，麦尔维尔到海上谋生，先后在商船、捕鲸船和海军军舰上当过海员和水手，从此与大海结下了不解之缘。                                                                    白鲸的故事由“我”——伊什梅尔讲述，他受雇于捕鲸船“裴廓德号”出海猎鲸。                                                                    船长亚哈是个狡猾而老练的水手，在一次航行中，一条白色的抹香鲸咬掉了他的一条腿，他从此不顾一切，要找到这头名叫莫比·迪克的抹香鲸复仇。                                                                    在寻找莫比·迪克的过程中，他们捕到几条鲸鱼，并与几条捕鲸船相撞，经历了种种只能发生在大海上的奇事。后来，他们发现了莫比·迪克，亚哈用鱼叉刺中了它。被激怒的抹香鲸将“裴廓德号”撞沉，所有水手中伊什梅尔幸存下来。                                                                    《白鲸》不仅是一个惊险刺激的故事，作者立志要把它写成一部百科全书式的巨著，而他也确实做到了。书中收集了当时几乎所有的鲸知识（在他所处的时代是非常不容易的，要知道当时人们甚至认为鲸是一种鱼！），还有对捕鲸这一职业的细致入微的描写。宏伟而庄严的大鲸形象贯穿小说始终，让人相信即使《圣经》里的大洪水再次降临，所有人类都像老鼠般被淹死之后，它们也会安然地畅游大海。                                                                    注：不是2010同名的那个粗糙的电影。, https://movie.douban.com/subject/3326727/, https://img1.doubanio.com/view/photo/poster/public/p2458289539.jpg
野性的呼唤：育空的狗 The Call of the Wild: Dog of the Yukon, 改编自杰克伦敦同名小说, 年份: 1997, 8.4, 巴克是一条忠犬，它的主人是一名法官，在主人的精心照料下，巴克过着充满了幸福和温暖的平静生活。淘金热的浪潮到来了，身强体壮的巴克被法官家的园丁看上，园丁偷走了巴克，将它辗转卖到了遥远而寒冷的阿拉斯加。                                                                    在新主人的手下，巴克受到了惨无人道的虐待和折磨，与此同时，它亦学会了拉雪橇、偷食、取水等必要的生存技能，随着时间的推移，巴克的野性渐渐苏醒。在狗群中，巴克不甘心“寄人篱下”，它要当狗群中的王者。最终，它做到了，在巴克的调教下，狗群被治理得井井有条。之后，巴克遇见了名为约翰（鲁特格尔·哈尔 Rutger Hauer 饰）的男子，约翰收留了奄奄一息的巴克，约翰的温柔和善良渐渐赢得了巴克的信任，两颗孤独的灵魂紧紧相依。                        ©豆瓣, https://movie.douban.com/subject/1298258/, https://img9.doubanio.com/view/photo/poster/public/p2508683486.jpg
汤姆历险记 The Adventures of Tom Sawyer, 改编自马克吐温同名小说, 年份: 1938, 8.0, 故事发生在风景秀丽的密西西比河畔，汤姆（Tommy Kelly 饰）自幼丧母，是一个身世可怜的孤儿。然而，在朋友和亲戚们的帮助和扶持下，汤姆还是成长为了一个快乐勇敢的男孩。哈克贝利（Jackie Moran 饰）是汤姆最好的朋友，两个孩子在一起，常常惹出各种各样的麻烦，闹了数不清的笑话。                                                                    一次偶然中，汤姆竟然成为了一宗凶杀案的目击证人，由于害怕遭到凶手的报复，汤姆和哈克贝利决定离家出走，踏上逃亡的旅途。汤姆的失踪让亲人倍感焦急，可他却在孤岛上开辟了自己的小天地，过得逍遥快活。最终，在案件即将审判之时，汤姆站了出来说出了真相，帮助法官做出了公正的判决。                        ©豆瓣, https://movie.douban.com/subject/1296844/, https://img1.doubanio.com/view/photo/poster/public/p2359304139.jpg
哈克·贝利·芬历险记 The Adventures of Huck Finn, 改编自马克吐温同名小说, 年份: 1993, 7.8, 虎克（伊利亚·伍德 Elijah Wood 饰）的父亲在他很小的时候就抛弃了他，可是近日来，这个男人的行为非常的反常，竟然开始主动关心起自己的儿子来，实际上，他心里打着自己的算盘。原来，虎克得到了一笔价值不菲的遗产，这就是父亲接近他的原因。不仅如此，虎克的父亲甚至打算杀死亲生儿子来获得这笔钱。                                                                    为了避开父亲，也为了保命，虎克踏上了冒险的旅途。在途中，虎克结识了名为吉姆（考特尼·万斯 Courtney B. Vance 饰）的黑人奴隶，吉姆因为担心自己被卖掉而从雇主家里逃了出来。就这样，虎克和吉姆结伴前行，虎克决定帮助吉姆重新获得本就应该属于他的自由。                        ©豆瓣, https://movie.douban.com/subject/1299766/, https://img2.doubanio.com/view/photo/poster/public/p2577246303.jpg
红字 The Scarlet Letter, 改编自霍桑同名小说, 年份: 1995, 7.4, 故事发生在17世纪。赫丝特（黛米·摩尔 Demi Moore 饰）离开丈夫，孤身一人来到马萨诸塞湾的英属殖民地定居。在这里开拓的英国人信仰坚定，恪守清规，赫丝特的一些举动在这压抑的殖民地环境下颇为引人注目。当地的牧师阿瑟（加里·奥德曼 Gary Oldman 饰）英俊而富有激情，赫丝特为他的神采深深吸引，两个性情相投的人很快陷入了危险的热恋。不久殖民地方面接到了赫丝特的医生丈夫被印第安人杀害的消息，本以为可以公开关系的一对恋人等到的却是东窗事发，赫丝特为保护阿瑟，拒绝供认通奸者，自此被投入监狱直至产下一名女婴，而阿瑟则在监狱外日日承受心灵的拷问……出狱后的赫丝特戴上了通奸者的耻辱标志，同时她大难不死的丈夫突然现身，誓要将通奸者揪出以发泄心中怒火……                        ©豆瓣, https://movie.douban.com/subject/1301536/, https://img3.doubanio.com/view/photo/poster/public/p2492755250.jpg
安娜·卡列尼娜 Anna Karenina, 改编自列夫托尔斯泰同名小说, 年份: 1997, 7.5, 这是一部根据托尔斯泰的《安娜卡列尼娜》改编的小说。卡列宁(詹姆斯福克斯饰)和安娜(苏菲玛索饰)是十九世纪俄国上流社会的一对夫妻。安娜拥有非凡的美貌，万种风情。后来，安娜和风流倜傥的渥伦斯(西恩•宾饰)邂逅了。渥伦斯的炙热爱情点燃了安娜心中沉睡已久的激情，两人不顾一切的相爱了。卡列宁当然无法容忍安娜的这种行为，但是安娜为了这段爱情，选择了奋不顾身，不惜一切代价。                                                                    于是，她的命运被彻底改写，走向了另外一个轨迹。                        ©豆瓣, https://movie.douban.com/subject/1292577/, https://img1.doubanio.com/view/photo/poster/public/p452625577.jpg
战争与和平 War and Peace, 改编自列夫托尔斯泰同名小说, 年份: 1956, 7.6, 1812年，拿破仑的军队控制大部分的欧洲国家。在为数不多未被征服的国家中，俄国打算联合奥地利一起进行殊死抵抗。贵族安德烈公爵（梅尔·弗尔 Mel Ferrer 饰）就是这样怀揣一腔抱负的俄国军官。然而安德烈的挚友皮埃尔公爵（亨利·方达 Henry Fonda 饰）却毫不关心战事。他在父亲临终前成为遗产继承人，与贵族之女海伦（安妮塔·艾克伯格 Anita Ekberg 饰）结婚，却在婚后不久发现性格不合而分居。安德烈战役失败被释放归家看望难产而死的妻子。几个月后，彼埃尔与罗斯托夫伯爵一家在去打猎，叫上了安德烈。安德烈对伯爵的女儿娜塔莎（奥黛丽·赫本 Audrey Hepburn 饰）一见钟情。不久，娜塔莎接受了安德烈的求婚，然而安德烈很快重返军队。海伦的弟弟阿纳托里趁虚而入，骗得娜塔莎的爱，唆使娜塔莎与他私奔。俄法战争开始，娜塔莎遇到了深受重伤的安德烈，安德烈在临死前原谅了娜塔莎的背叛。战争结束后，皮埃尔回到了莫斯科，与娜塔莎结合在了一起。, https://movie.douban.com/subject/1297759/, https://img1.doubanio.com/view/photo/poster/public/p2125200529.jpg
卡拉马佐夫兄弟 The Brothers Karamazov, 改编自陀思妥耶夫斯基同名小说, 年份: 1958, 7.3, 故事发生在十九世纪的俄罗斯，自私贪婪的商人卡拉马佐夫（李·科布 Lee J. Cobb 饰）和儿子德米特（尤·伯连纳 Yul Brynner 饰）爱上了同一个名叫格鲁申卡（玛丽亚·雪儿 Maria Schell 饰）的女人，为了这个女人，德米特甚至胖揍了自己的父亲。德米特有两个同父异母的弟弟，他们是伊凡（理查德·贝斯哈特 Richard Basehart 饰）和阿廖沙（威廉·夏特纳 William Shatner 饰），除此之外，在卡拉马佐夫家里做厨师的斯米尔加柯夫（艾伯特萨尔米 Albert Salmi 饰）也是荒淫无度的卡拉马佐夫的私生子。                                                                    德米特以为格鲁申卡和自己的父亲有一腿，但实际上，格鲁申卡真正的情人是一个波兰人。之后，卡拉马佐夫遭到了逮捕被指控谋杀了自己的父亲。                        ©豆瓣, https://movie.douban.com/subject/1303298/, https://img2.doubanio.com/view/photo/poster/public/p2508733531.jpg
白痴 Идиот, 改编自陀思妥耶夫斯基同名小说, 年份: 1959, 8.0, 故事发生在19世纪60年代的俄罗斯，没落贵族麦什金公爵（尤里·雅科夫列夫 Yuriy Yakovlev饰）在火车上偶然遇见了富商之子罗戈金（Leonid Parkhomenko 饰），就此得知了一位名叫纳斯塔西亚（柳德米拉·伊万诺娃 Lyudmila Ivanova 饰）的绝色女子的大名。纳斯塔西亚常年遭到地主托茨基（P. Strelin 饰）的霸占和侮辱，日子过得非常的痛苦。                                                                    托茨基想要娶将军叶潘钦（尼基塔·波德戈尔尼 Nikita Podgornyj 饰）的女儿为妻，纳斯塔西亚的存在对于他来说已经成为了累赘，于是，托茨基以价值不菲的转让费为诱饵，打算将纳斯塔西亚嫁给一个名叫加尼亚的卑鄙无耻的小人。在纳斯塔西亚生日宴会当晚，托茨基本来打算宣布这门婚事，就在这个节骨眼上，麦什金公爵出现了，他表示愿意娶纳斯塔西亚为妻。                        ©豆瓣, https://movie.douban.com/subject/1302514/, https://img2.doubanio.com/view/photo/poster/public/p2383613012.jpg
罪与罚 Преступление и наказание, 改编自陀思妥耶夫斯基同名小说, 年份: 1970, 8.0, 故事发生在圣彼得堡的贫民区内，拉斯柯尔尼科夫（格奥尔基·塔拉托尔金 Georgi Taratorkin 饰）是生活在那里的一名穷学生，本来在学校里读法律系的他，最终因为交不起学费而失去了继续深造的资格，只能灰溜溜的回到家中，靠着母亲和妹妹养活。                                                                    一次偶然中，拉斯柯尔尼科夫结识了名叫马尔美拉陀夫的男人，马尔美拉陀夫和拉斯柯尔尼科夫一样闲赋在家，为了生存，他竟然逼迫自己的长女去当了妓女。拉斯柯尔尼科夫发誓自己不能够和眼前这个邪恶的男人混为一谈，决定干一番大事。一天，拉斯柯尔尼科夫杀死了放高利贷的当铺老板娘，又杀死了老板娘的妹妹，回到家后，深深的罪恶感开始折磨拉斯柯尔尼科夫的内心。                        ©豆瓣, https://movie.douban.com/subject/3457827/, https://img9.doubanio.com/view/photo/poster/public/p2514345766.jpg
父与子 Отцы и дети, 改编自屠格涅夫同名小说, 年份: 1960, 暂无评分, 《父与子》描写的是父辈与子辈冲突的主题。这一冲突在屠格涅夫笔下着上了时代的色彩。巴扎罗夫代表了19世纪60年代的年轻一代——激进的平民知识分子，而巴威尔和尼古拉则代表了保守的自由主义贵族的老一代人，当然，在对待年轻人的态度上，父辈中的人们态度各有不同，尼古拉比较温和，希望理解子辈，想跟上时代，只是不太成功，巴威尔则固执已见，信奉贵族自由主义，对年轻人的反叛耿耿于怀，父与子的冲突在广义上表现为巴威尔和巴扎罗夫之间的对立，由此，在巴扎罗夫身上塑造了时代“新人”的形象。, https://movie.douban.com/subject/3075805/, https://img3.doubanio.com/view/photo/poster/public/p2574857110.jpg
当代英雄：塔曼·马克西姆·马克西莫维奇 Герой нашего времени: Тамань. Максим Максимович, 改编自莱蒙托夫同名小说, 年份: 1967, 暂无评分, 根据莱蒙托夫同名著作改编。, https://movie.douban.com/subject/2173610/, https://img1.doubanio.com/view/photo/poster/public/p2205651288.jpg
奥勃洛莫夫一生中的几天 Несколько дней из жизни И. И. Обломова, 改编自冈察洛夫小说《奥勃洛莫夫》, 年份: 1980, 8.4, 奥勃洛摩夫（奥列格•塔巴科夫 Oleg Tabakov 饰）是含着金汤匙出生的千金大少爷，父亲留下的巨额财产让他从未亲手挣过一分钱，每一天，奥勃洛摩夫都躲在家里，过着自闭而又慵懒的生活。施托尔茨（尤里•博加特廖夫 Yuri Bogatyryov 饰）是奥勃洛摩夫唯一的朋友，他看不下去挚友封闭的生活，于是带着他外出健身、社交和游玩，随着时间的推移，奥勃洛摩夫渐渐融入了正常的社会生活。                                                                    一次聚会中，奥勃洛摩夫结识了美丽的女孩奥尔加（叶莲娜•索洛维 Yelena Solovey 饰），后者的善良和温柔深深打动了奥勃洛摩夫，然而，自卑却让他误以为奥尔加喜欢的是施托尔茨，为了不破坏好友的感情，他选择了主动退出。                        ©豆瓣, https://movie.douban.com/subject/1298646/, https://img9.doubanio.com/view/photo/poster/public/p2203756886.jpg
上尉的女儿 Русский бунт, 改编自普希金小说《上尉的女儿》, 年份: 2000, 8.4, 这是普希金的经典作品，记录了俄国历史上一段特殊的岁月，以及残酷的现实对于忠贞爱情的考验。                                                                    格里尼耶夫被父亲送到军队，他冒着凛冽的寒风在白雪皑皑的边界上奔驰。他是去白山炮台的，路上他遇到的普加乔夫救了他，他也送给普加乔夫一件兔皮袄，他当时并不知道，自己日后的命运恰巧和这个人发生了如此密切的联系，他更没有想到，他会在这里找到自己一生的至爱。普加乔夫起兵的冲击波席卷各地，他自立为皇帝，以反对叶卡德琳娜的统治，他的队伍打到炮台，上尉因为不肯效忠于他而被绞死。因为普加乔夫认出了他的仆人才使他免于一死。为了救出玛丽亚，他不得不向普军请求，但是，他没有从战场上逃逸，军人的天职他将心上人交付仆人后，又回到战场。但是，身为贵族和军官的他对于自己得以保全性命的原因无法申述，他受到了严格的审查。玛丽亚向女皇说明了一切，使他又一次从绞架下获救。, https://movie.douban.com/subject/1867037/, https://img2.doubanio.com/view/photo/poster/public/p2400926423.jpg
奥涅金 Onegin, 改编自普希金诗体小说《叶甫盖尼奥涅金》, 年份: 1999, 8.0, 圣彼得堡贵族青年奥涅金（拉尔夫·费因斯 Ralph Fiennes饰）本过着纸醉金迷的奢靡贵族生活。可当时颂扬自由和个性解放的时代氛围，加上亚当·斯密的《国富论》和卢梭的《社会契约论》的启蒙思想，深深触动了奥涅金。他开始厌倦空虚无聊的上流社会生活，渴望在乡村进行农事改革。当他来到乡下庄园时，与连斯基（托比·斯蒂芬斯 Toby Stephens饰）和奥尔伽（琳娜·海蒂 Lena Headey饰）成为好友。但是周围地主的非难和反对，加之奥涅金自身贵族习气的烙印，让他陷入深深的彷徨和苦闷中。然而当纯朴热烈的奥尔伽的姐姐达吉亚娜（丽芙·泰勒 Liv Tyler饰）向他示爱时，他居然断然拒绝。这段十九世纪的爱情错位凄美上演。                                                                    由英国女导演玛莎·费因斯执导，根据普希金诗体小说《叶甫盖尼·奥涅金》改编的影片《奥涅金》，荣获2000年第53届英国电影和电视艺术学院奖最佳英国电影提名，导演玛莎·费因斯凭借此片荣获1999年第12届东京国际电影节主竞赛单元-最佳导演奖。, https://movie.douban.com/subject/1294103/, https://img9.doubanio.com/view/photo/poster/public/p529669335.jpg
娜娜 Nana, 改编自左拉同名小说, 年份: 1955, 7.1, 娜娜（玛蒂妮·卡洛 Martine Carol 饰）出生在一个贫困的家庭之中，却有着天使般的容貌，因而获得了参演轻歌剧《金发维纳斯》的机会。虽然娜娜毫无演技，唱歌也非常的难听，但凭借着裸露自己的身体，娜娜在演艺圈里一炮而红。尝到了甜头的娜娜开始依靠出卖自己的身体赚钱，男人们趋之若鹜。                                                                    大银行家斯泰内（诺埃尔·罗克韦尔 Noël Roquevert 饰），米法伯爵（查尔斯·博耶 Charles Boyer 饰）、老相好达格内，娜娜身边的男人们换了又换，但始终不变的是从男人的口袋里流向娜娜的口袋里的那源源不绝的金钱，可即便如此，娜娜还是终日生活在贫穷中，甚至欠下了高利贷，一天，娜娜突然失去了踪迹。                        ©豆瓣, https://movie.douban.com/subject/2208872/, https://img1.doubanio.com/view/photo/poster/public/p2557546189.jpg
包法利夫人 Madame Bovary, 改编自福楼拜同名小说, 年份: 1991, 7.5, 一次出诊中，包法利医生（让-弗朗索瓦·巴尔梅 Jean-François Balmer）和年轻的女孩艾玛（伊莎贝尔·于佩尔 Isabelle Huppert 饰）相遇了，艾玛的纯情和美丽让医生迅速坠入了情网，两人随即结婚。婚后的生活并不如艾玛所幻想的那样充满了乐趣和激情，是帅气的雷翁（卢卡斯·贝尔沃克斯 Lucas Belvaux 饰）的出现让艾玛重新快乐了起来，但他的离开带来的则是更深的痛苦和绝望。富豪鲁道夫（克里斯托弗·马拉沃伊 Christophe Malavoy 饰）贪恋艾玛的美色，给予了她诸多的空洞承诺，而为了配得上鲁道夫，艾玛不惜赊账购入首饰与华服。在约定好私奔的那一天，鲁道夫失约了，大受打击的艾玛一病不起。                                                                    在丈夫的照料下，艾玛渐渐康复，在一场音乐会上，她与雷翁重逢了，与后者打的火热的日子里，艾玛丝毫没有察觉自己早已债台高筑。而当催债的传票出现在眼前时，被所有男人抛弃的艾玛选择了死亡。, https://movie.douban.com/subject/1303948/, https://img2.doubanio.com/view/photo/poster/public/p1739873051.jpg
欧也妮·葛朗台 Eugénie Grandet, 改编自巴尔扎克同名小说, 年份: 1994, 7.1, 葛朗台先生（让·卡米特 Jean Carmet 饰）是镇上有名的财主和吝啬鬼，任何人都别想从他的身上得到一丝一毫的好处。葛朗台有一个美丽的女儿欧也妮（亚历山德拉·龙东 Alexandra London 饰），到了出嫁的年龄，镇子里的年轻人们纷纷上门提亲，但在葛朗台的眼中，他们都是冲着自己的钱而来的。                                                                    欧也妮的堂弟夏尔（Jean-Claude Adelin 饰）前往葛朗台家中做客，实际上，他早因为父亲的破产而成为了一个穷光蛋。势力的葛朗台先生看不上夏尔，可是欧也妮却深深的爱上了他。不惜偷偷的将父亲给自己的零花钱送给夏尔，帮助他重振事业。很快，欧也妮和夏尔的秘密便被葛朗台先生发现了，愤怒的他将欧也妮软禁在了家中。                        ©豆瓣, https://movie.douban.com/subject/2160255/, https://img1.doubanio.com/view/photo/poster/public/p2606088977.jpg
高老头 Le père Goriot, 改编自巴尔扎克同名小说, 年份: 2004, 7.6, 故事发生在1819年的巴黎，年轻的大学生拉斯蒂涅（布鲁诺·加尔辛 Bruno Garcin 饰）入住伏盖公寓，住在隔壁的，是一个名叫高里奥（查尔斯·文恩 Charles Vanel 饰）的老头。高老头有两个如花似玉的女儿，他将自己全部的积蓄和心血都倾注在了她们的身上。                                                                    在高老头的努力之下，大女儿嫁给了名为雷思多（Elia Clermont 饰）的年轻伯爵，小女儿嫁给了银行家纽沁根（Monique Nevers 饰），高老头非常欣慰自己的孩子找到了好的归宿，可实际上，他的女儿和女婿们都只不过把他当成是摇钱树而已。拉斯蒂涅非常渴望巴黎上流社会夜夜笙歌的奢靡生活，也想要加入其中。                        ©豆瓣, https://movie.douban.com/subject/1898524/, https://img9.doubanio.com/view/photo/poster/public/p2516249406.jpg
卡门 Carmen, 改编自梅里美同名小说, 年份: 2003, 7.0, 从在看到卡门（帕兹·维嘉 Paz Vega 饰）的第一眼开始，年轻的军长唐豪塞（莱昂纳多·斯巴拉格利亚 Leonardo Sbaraglia 饰）就坠入了卡门用美艳和欲望所编制的陷阱之中。为了和卡门双宿双飞，他毫不犹豫的抛弃了乡下温柔贤惠的情人，不仅如此，在卡门身陷险境的时刻，唐豪塞伸出了援手，同时也断送了自己的大好前程。                                                                    和卡门在一起之后，唐豪塞似乎就没有走运过，在经历了牢狱之灾后他加入了卡门所在的走私团伙。天性奔放自由的卡门对唐豪塞的态度渐渐的冷淡了下来，讽刺的是，她对斗牛士埃斯卡米里奥（Antonio Dechent 饰）的态度倒是热情的很，忍无可忍的唐豪塞决定要与埃斯卡米里奥决斗，一场悲剧眼看就要发生。                        ©豆瓣, https://movie.douban.com/subject/1449793/, https://img3.doubanio.com/view/photo/poster/public/p2641781930.jpg
红与黑 Le Rouge et le Noir, 改编自司汤达同名小说, 年份: 1954, 7.7, 于连（杰拉·菲利浦 Gérard Philipe 饰）不过是一个普通木匠的儿子，可是野心满满的他却希望能够跻身于上流社会。战争年代过去了，想要当兵不成的于连只得成为了一名牧师，他来到了市长雷纳尔（Jean Martinelli 饰）家担任家庭教师，却和市长夫人路易斯（达尼尔·达黎欧 Danielle Darrieux 饰）开始了一段不伦之恋。                                                                    恋情败露后，于连灰头土脸的来到了巴黎，拉莫尔侯爵（Jean Mercure 饰）成为了于连的下一块“垫脚石”。很快，于连就和侯爵的女儿马蒂尔德（安东妮拉·卢阿尔迪 Antonella Lualdi 饰）相恋了，婚后，于连得到了他一直渴望的财富和名望，可是好景不长，很快，他就陷入了丑闻和阶级斗争之中成为了牺牲品。                        ©豆瓣, https://movie.douban.com/subject/1641648/, https://img9.doubanio.com/view/photo/poster/public/p2621656274.jpg
一个世纪儿的忏悔 The Confession of a Child of the Century, 改编自缪塞同名小说, 年份: 2012, 5.6, 英国摇滚明星皮特·多赫提（Pete Doherty，31岁）即将奉献银幕处子秀，他将在法国女导演西尔薇·维尔海迪的新片《一个世纪儿的忏悔》（The Confession of a Child of the Century）中扮演法国诗人、小说家缪赛，而与他演对手戏的是法国著名女演员夏洛特·甘斯布（39岁）。                                                                    这部新片改编自塞缪发表于1836年的同名自传体小说，主要讲述青年缪赛与年长6岁的著名女作家乔治·桑之间的罗曼史。                                                                    《一个世纪儿的忏悔》塑造了一个典型的对社会不满而又无意反对、面对黑暗现实存几分嘲讽又带几分厌弃、半是自由追求半是沮丧颁唐的浪荡子形象。“世纪病”一词即由此得名。1999年，由伯努瓦·马吉梅与朱丽叶·比诺什主演的《恋恋红尘》（原名《世纪儿》）也是改编自该著作。                                                                    《一个世纪儿的忏悔》由法国、英国和德国合拍，将于明年1月开拍。, https://movie.douban.com/subject/5905770/, https://img1.doubanio.com/view/photo/poster/public/p1572386158.jpg
